10/19/22,2:46:29:089,FireSpire- 4  LEL 102 Fault:  0
10/19/22,2:46:29:090,FireSpire- 4  LEL 101 Alarm:  0
10/19/22,2:46:29:090,FireSpire- 4  LEL 101 Warning:  0
10/19/22,2:46:29:090,FireSpire- 4  LEL 101 Fault:  0
10/19/22,2:46:29:090,FireSpire- 4  MixTank Pressure High:  1
10/19/22,2:46:29:090,FireSpire- 4  H2Tank Pressure High:  1
10/19/22,2:46:29:090,FireSpire- 4  Estop:  0
10/19/22,2:46:29:090,FireSpire- 4  O2 Alarm:  0
10/19/22,2:46:29:090,FireSpire- 4  Air Flow:  1
10/19/22,2:46:29:090,FireSpire- 5  FireEnabled:  1
10/19/22,2:46:29:091,FireSpire- 5  Call For Ignition:  1
10/19/22,2:46:29:091,FireSpire- 5  Flame Detected:  0
10/19/22,2:46:29:091,FireSpire- 5  Moisture Alarm:  1
10/19/22,2:46:29:091,FireSpire- 5  Burner Faulted:  0
10/19/22,2:46:29:091,FireSpire- 5  LEL 102 Alarm:  0
10/19/22,2:46:29:091,FireSpire- 5  LEL 102 Warning:  0
10/19/22,2:46:29:091,FireSpire- 5  LEL 102 Fault:  0
10/19/22,2:46:29:091,FireSpire- 5  LEL 101 Alarm:  0
10/19/22,2:46:29:092,FireSpire- 5  LEL 101 Warning:  0
10/19/22,2:46:29:092,FireSpire- 5  LEL 101 Fault:  0
10/19/22,2:46:29:092,FireSpire- 5  MixTank Pressure High:  1
10/19/22,2:46:29:092,FireSpire- 5  H2Tank Pressure High:  1
10/19/22,2:46:29:092,FireSpire- 5  Estop:  0
10/19/22,2:46:29:092,FireSpire- 5  O2 Alarm:  0
10/19/22,2:46:29:092,FireSpire- 5  Air Flow:  1
10/19/22,2:46:29:092,FireSpire- 6  FireEnabled:  1
10/19/22,2:46:29:092,FireSpire- 6  Call For Ignition:  1
10/19/22,2:46:29:093,FireSpire- 6  Flame Detected:  0
10/19/22,2:46:29:093,FireSpire- 6  Moisture Alarm:  0
10/19/22,2:46:29:093,FireSpire- 6  Burner Faulted:  0
10/19/22,2:46:29:093,FireSpire- 6  LEL 102 Alarm:  0
10/19/22,2:46:29:093,FireSpire- 6  LEL 102 Warning:  0
10/19/22,2:46:29:093,FireSpire- 6  LEL 102 Fault:  0
10/19/22,2:46:29:093,FireSpire- 6  LEL 101 Alarm:  0
10/19/22,2:46:29:093,FireSpire- 6  LEL 101 Warning:  0
10/19/22,2:46:29:094,FireSpire- 6  LEL 101 Fault:  0
10/19/22,2:46:29:094,FireSpire- 6  MixTank Pressure High:  1
10/19/22,2:46:29:094,FireSpire- 6  H2Tank Pressure High:  1
10/19/22,2:46:29:094,FireSpire- 6  Estop:  0
10/19/22,2:46:29:094,FireSpire- 6  O2 Alarm:  0
10/19/22,2:46:29:094,FireSpire- 6  Air Flow:  1
10/19/22,2:46:29:111,FireSpire-1 ValveStatus::  1169
10/19/22,2:46:29:111,FireSpire-2 ValveStatus::  1169
10/19/22,2:46:29:111,FireSpire-3 ValveStatus::  1169
10/19/22,2:46:29:111,FireSpire-4 ValveStatus::  1169
10/19/22,2:46:29:112,FireSpire-5 ValveStatus::  1169
10/19/22,2:46:29:112,FireSpire-6 ValveStatus::  1169
10/19/22,2:46:29:112,KV- 1101  Position:  1
10/19/22,2:46:29:112,KV- 1102  Position:  0
10/19/22,2:46:29:112,KV- 1103  Position:  0
10/19/22,2:46:29:112,KV- 1104  Position:  0
10/19/22,2:46:29:112,KV- 1105  Position:  1
10/19/22,2:46:29:112,KV- 1106  Position:  0
10/19/22,2:46:29:112,KV- 1107  Position:  0
10/19/22,2:46:29:112,KV- 1108  Position:  1
10/19/22,2:46:29:113,YV- 1101  Position:  0
10/19/22,2:46:29:113,KV- 1109  Position:  0
10/19/22,2:46:29:113,KV- 1110  Position:  0
10/19/22,2:46:29:113,KV- 1115  Position:  0
10/19/22,2:46:29:113,KV- 1111  Position:  1
